repo_name,file_path,method_name,start_line,end_line,cc,lloc,difficulty,smell_label,coverage_percent,coverage_bucket,risk_category,recommendations
attrs,src/attr/validators.py,is_callable,350,362,1,3,0.0,LOW,15.38,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/sandbox.py,is_internal_attribute,125,159,17,23,3.076923076923077,LOW,25.71,LOW,Low Value,Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/sandbox.py,is_safe_attribute,402,406,3,4,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,is_safe_attribute,258,265,4,3,1.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/sandbox.py,is_safe_callable,267,276,4,3,1.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/serializer.py,is_text_serializer,20,22,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,is_tuple_end,148,156,5,7,1.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,is_undefined,95,109,1,4,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,is_up_to_date,1490,1494,3,5,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,items,544,548,2,5,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,iter_child_nodes,167,182,5,9,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,iter_extensions,457,459,4,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,iter_fields,145,165,5,8,4.846153846153846,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/timed.py,iter_unsigners,183,186,3,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,iter_unsigners,180,200,3,15,0.5,LOW,61.9,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,join_path,938,948,4,3,0.0,LOW,18.18,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,keys,554,556,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,last,493,500,2,3,0.5,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,le,480,489,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,leave_frame,597,603,4,7,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,length,428,444,2,11,1.0,LOW,58.82,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,lex,619,638,4,7,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,lexer,453,455,4,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,list_templates,577,581,3,5,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,list_templates,528,533,3,6,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,list_templates,100,104,4,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,list_templates,424,425,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,list_templates,893,928,4,12,2.1,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,list_templates,368,401,9,21,3.333333333333333,LOW,44.12,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,list_templates,220,235,6,14,1.0,LOW,68.75,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,load,514,526,3,6,0.0,LOW,46.15,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,load,564,575,3,7,0.0,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,load,116,118,4,3,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,load,636,661,3,13,0.6666666666666666,LOW,46.15,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,load,107,148,4,16,3.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,load,238,240,3,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,load_bytecode,262,275,5,8,0.0,LOW,42.86,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,load_bytecode,130,135,2,3,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,load_bytecode,63,80,2,15,0.6666666666666666,LOW,38.89,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,load_bytecode,386,393,4,8,1.0,LOW,87.5,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,load_extensions,106,121,3,8,0.0,LOW,43.75,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,load_payload,137,162,3,13,0.5,LOW,38.46,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/url_safe.py,load_payload,20,50,5,16,0.0,LOW,48.39,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,load_unsafe,290,295,3,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,loads,221,236,3,10,0.0,LOW,56.25,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/_json.py,loads,9,10,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,loads,191,226,3,16,0.0,LOW,41.67,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,loads_unsafe,228,234,3,3,0.0,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/serializer.py,loads_unsafe,242,258,3,3,0.0,LOW,11.76,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,log_function,845,846,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,look,352,358,2,7,0.0,LOW,85.71,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,lt,468,477,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,macro_body,611,692,4,56,4.5,HIGH,63.41,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,macro_def,694,704,4,7,1.0,LOW,54.55,MEDIUM,Safe Zone,No immediate testing action required
jinja2,scripts/generate_identifier_pattern.py,main,56,70,1,10,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,make_attrgetter,55,80,1,12,1.2,LOW,42.31,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,make_class,2968,3042,8,29,0.8,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,make_globals,1107,1127,4,5,0.5,LOW,19.05,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,make_logging_undefined,901,956,2,26,0.5,LOW,39.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,make_module,1392,1405,3,4,0.0,LOW,21.43,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,make_multi_attrgetter,83,121,3,19,1.0,LOW,41.03,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,make_signer,171,178,3,5,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,make_unhashable,1072,1074,6,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,mark_parameter_stored,746,751,4,4,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,markup_join,75,83,3,9,0.0,LOW,11.11,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,matches_re,157,197,9,20,2.5,LOW,41.46,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,max_len,532,541,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/exceptions.py,message,14,15,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_cmp.py,method,121,129,1,7,1.0,LOW,77.78,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,min_len,560,569,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/sandbox.py,modifies_known_mutable,162,184,3,6,0.5,LOW,17.39,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,module,1465,1478,3,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nativetypes.py,native_concat,16,47,7,17,1.0,LOW,43.75,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,new_context,1375,1390,3,3,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,new_context,91,117,8,15,1.5,LOW,48.15,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,new_func,44,54,1,6,2.0,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,newline,474,479,4,6,2.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,next,709,715,2,5,1.0,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,next_if,365,372,2,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,nextitem,513,526,2,6,0.5,LOW,35.71,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,ngettext,186,198,1,6,0.5,LOW,38.46,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,ngettext,29,30,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,not_,651,681,2,7,0.0,LOW,19.35,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,npgettext,304,305,7,2,0.5,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,npgettext,36,37,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,npgettext,224,240,1,7,0.5,LOW,35.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,object_type_repr,165,180,4,10,1.2,LOW,56.25,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,open_if_exists,155,162,2,5,0.5,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/optimizer.py,optimize,19,23,1,4,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,optimizeconst,43,56,1,8,2.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,optimized,375,376,4,2,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,optional,264,280,2,5,0.0,LOW,23.53,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/converters.py,optional,22,51,3,14,0.5,LOW,43.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/converters.py,optional_converter,36,39,3,4,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,outdent,418,420,4,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,overlay,384,450,4,23,0.8,LOW,26.87,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,parameter_is_undeclared,771,775,4,5,1.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse,1030,1034,5,5,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,docs/examples/cache_extension.py,parse,15,40,3,9,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/parser.py,parse,712,713,5,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,parse,117,123,2,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,parse,594,611,4,6,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,parse,354,474,7,83,9.11111111111111,HIGH,59.5,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/ext.py,parse,637,641,2,5,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,parse,607,611,3,5,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,parse,596,599,2,4,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_and,548,555,5,8,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_assign_target,473,513,5,21,1.5,LOW,36.59,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_assign_target,464,471,5,2,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/parser.py,parse_assign_target,458,461,5,2,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/parser.py,parse_autoescape,288,292,5,5,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_block,294,324,5,14,2.0,LOW,45.16,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_call,913,918,5,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_call_args,864,911,5,36,4.583333333333333,HIGH,68.75,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/parser.py,parse_call_block,420,433,5,13,1.0,LOW,78.57,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_compare,563,584,5,20,1.5,LOW,77.27,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_concat,597,605,5,9,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_condexpr,524,537,5,14,0.0,LOW,78.57,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_context,368,376,5,6,1.8,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_dict,758,771,5,15,2.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_expression,515,522,5,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_extends,326,329,5,4,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_filter,920,941,5,18,2.6,LOW,68.18,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_filter_block,435,439,5,5,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_filter_expr,786,799,5,12,1.25,LOW,64.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_for,234,251,5,16,0.5,LOW,77.78,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_from,362,402,5,32,3.5454545454545454,HIGH,68.29,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/parser.py,parse_if,253,269,5,17,0.0,LOW,88.24,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_import,355,360,5,6,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_import_context,331,341,5,7,1.0,LOW,54.55,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_include,343,353,5,9,0.5,LOW,72.73,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_list,746,756,5,12,2.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_macro,441,446,5,6,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_math1,586,595,5,10,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_math2,607,616,5,10,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_not,557,561,5,5,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_or,539,546,5,8,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_postfix,773,784,5,10,1.3333333333333333,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_pow,618,626,5,9,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_primary,646,678,5,34,1.818181818181818,HIGH,90.91,HIGH,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/parser.py,parse_print,448,455,5,8,0.5,LOW,87.5,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_set,223,232,5,10,0.0,LOW,90.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_signature,404,418,5,15,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_statement,165,192,5,24,2.5,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_statements,194,221,5,10,0.5,LOW,32.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_subscribed,832,862,5,28,4.5,HIGH,67.74,MEDIUM,Refactor Candidate,Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/parser.py,parse_subscript,801,830,5,27,1.5,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_test,943,979,5,27,2.9545454545454546,HIGH,62.16,MEDIUM,Refactor Candidate,Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/parser.py,parse_tuple,680,744,5,30,1.0,LOW,36.92,MEDIUM,Safe Zone,Consider decomposing this method; add focused unit tests per responsibility
jinja2,src/jinja2/parser.py,parse_unary,628,644,5,17,0.6666666666666666,LOW,82.35,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,parse_with,271,286,5,18,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,pass_context,29,43,1,4,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,pass_environment,63,73,1,4,0.0,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,pass_eval_context,46,60,1,4,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,pformat,183,187,1,4,0.0,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,pgettext,33,34,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,pgettext,297,298,7,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,pgettext,205,215,1,6,0.5,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,pipe,3083,3119,4,18,1.0,LOW,40.54,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/setters.py,pipe,12,27,1,8,0.0,LOW,43.75,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,pipe_converter,3098,3102,4,4,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,pop_assign_tracking,781,822,4,36,2.9411764705882355,HIGH,42.86,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,pop_context_reference,756,757,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,pop_parameter_definitions,742,744,4,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,position,706,711,4,6,0.5,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,prepare_map,1705,1730,5,17,1.5,LOW,46.15,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,prepare_select_or_reject,1733,1764,4,22,0.5,LOW,53.12,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,preprocess,640,654,4,4,0.0,LOW,13.33,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,preprocess,98,105,2,3,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,previtem,503,510,2,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,provides,223,247,1,5,0.0,LOW,16.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,pull_dependencies,538,579,4,21,1.0,LOW,47.62,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,push,348,350,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,push_assign_tracking,777,779,4,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,push_context_reference,753,754,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,push_parameter_definitions,733,740,4,3,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/idtracking.py,ref,77,84,4,5,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,remove_silent,290,296,5,5,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,render,1269,1301,3,20,0.0,LOW,54.55,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nativetypes.py,render,98,112,4,7,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,reset,698,700,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,reset,59,61,2,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,resolve,210,225,3,6,0.5,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,resolve_or_missing,227,243,3,7,0.6666666666666666,LOW,35.29,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_funcs.py,resolve_types,422,483,6,14,1.5,LOW,19.35,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,return_buffer_contents,394,412,4,17,0.5,LOW,26.32,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,revert,87,89,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,revindex,468,473,2,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,revindex0,460,465,2,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/debug.py,rewrite_traceback_stack,14,73,8,30,2.75,HIGH,45.0,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/sandbox.py,safe_range,97,109,2,6,0.5,LOW,30.77,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,save,84,85,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,secret_key,167,171,4,3,0.5,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/serializer.py,secret_key,131,135,3,3,0.5,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,select_autoescape,570,623,3,14,0.5,LOW,24.07,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,select_or_reject,1767,1780,4,6,0.0,LOW,42.86,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,select_template,1013,1064,4,16,1.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,set,29,30,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,set_bucket,181,183,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,set_ctx,204,216,5,9,0.5,LOW,61.54,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,set_disabled,43,58,1,3,0.5,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
